id,app_id,developer,publisher,engine,genres,themes,game_modes,igdb_id,collected_at
1,10,Ritual Entertainment,Microsoft Game Studios,,['Shooter'],[],[],266357,2026-05-24 12:35:23.908262
2,20,Valve,Sierra Entertainment,GoldSrc,['Shooter'],"['Action', 'Comedy']","['Multiplayer', 'Co-operative']",6359,2026-05-24 12:35:25.386178
3,30,Valve,Valve,GoldSrc,['Shooter'],"['Action', 'Warfare']",['Multiplayer'],7551,2026-05-24 12:35:26.198360
4,40,Valve,Valve,GoldSrc,['Shooter'],"['Action', 'Science fiction']",['Multiplayer'],9073,2026-05-24 12:35:27.009667
5,50,Gearbox Software,Valve,GoldSrc,"['Shooter', 'Platform', 'Puzzle']","['Action', 'Science fiction', 'Thriller', 'Warfare']","['Single player', 'Multiplayer']",232,2026-05-24 12:35:27.943146
6,60,,,,['Indie'],['Action'],['Multiplayer'],368008,2026-05-24 12:35:28.850773
7,70,MMod Team,Gunship_Mark_II,Source,['Shooter'],[],['Single player'],267639,2026-05-24 12:35:29.802051
8,80,Valve,Valve,GoldSrc,['Shooter'],['Action'],"['Single player', 'Multiplayer']",297,2026-05-24 12:35:30.612282
9,130,supadupaplex,supadupaplex,,['Shooter'],"['Action', 'Science fiction']",['Single player'],285235,2026-05-24 12:35:31.503035
10,220,MMod Team,Gunship_Mark_II,Source,['Shooter'],[],['Single player'],267639,2026-05-24 12:35:32.306361
11,240,Turtle Rock Studios,Valve,Source,['Shooter'],['Action'],['Multiplayer'],307,2026-05-24 12:35:33.103595
12,280,Valve,Valve,Source,"['Shooter', 'Platform', 'Puzzle', 'Adventure']","['Action', 'Science fiction', 'Horror', 'Thriller', 'Warfare']",['Single player'],6744,2026-05-24 12:35:33.914750
13,300,Valve,Valve,Source,['Shooter'],"['Action', 'Warfare']",['Multiplayer'],3267,2026-05-24 12:35:34.705354
14,320,Valve,Valve,Source,['Shooter'],"['Action', 'Science fiction']",['Multiplayer'],9471,2026-05-24 12:35:35.683262
15,360,Valve,Valve,Source,['Shooter'],"['Action', 'Science fiction']",['Multiplayer'],19348,2026-05-24 12:35:36.576982
16,400,PlayStal Games,PlayStal Games,,"['Shooter', 'Platform', 'Puzzle']",['Action'],['Single player'],193776,2026-05-24 12:35:37.376511
17,440,Valve,Valve,Source,['Shooter'],['Action'],['Multiplayer'],256431,2026-05-24 12:35:38.171874
18,500,,,,[],[],[],199894,2026-05-24 12:35:39.079396
19,550,Valve,Valve,Source,['Shooter'],"['Action', 'Horror', 'Survival']","['Single player', 'Multiplayer', 'Co-operative']",124,2026-05-24 12:35:39.869713
20,620,PlayStal Games,PlayStal Games,,"['Shooter', 'Platform', 'Puzzle']",['Action'],['Single player'],193776,2026-05-24 12:35:40.678198
21,630,Valve,Valve,Source,['Shooter'],"['Action', 'Science fiction', 'Warfare']","['Single player', 'Multiplayer', 'Co-operative']",7598,2026-05-24 12:35:41.573513
22,730,Valve,Valve,Source 2,"['Shooter', 'Tactical']","['Action', 'Warfare']","['Single player', 'Multiplayer']",242408,2026-05-24 12:35:42.368428
23,1250,Shatterline Productions,Shatterline Productions,,"['Shooter', 'Indie']","['Action', 'Horror']","['Single player', 'Multiplayer', 'Co-operative']",306881,2026-05-24 12:35:43.158251
24,1510,Introversion Software,Ambrosia Software,,"['Simulator', 'Strategy', 'Indie']",['Science fiction'],['Single player'],8587,2026-05-24 12:35:43.953916
25,1520,Introversion Software,Pinnacle Entertainment,,"['Real Time Strategy (RTS)', 'Simulator', 'Strategy', 'Indie']",['Warfare'],"['Single player', 'Multiplayer', 'Co-operative']",2592,2026-05-24 12:35:44.764082
26,1700,Arkane Studios,Bethesda Softworks,,"['Puzzle', 'Role-playing (RPG)', 'Adventure']","['Action', 'Fantasy', 'Horror', 'Stealth', 'Open world']",['Single player'],602,2026-05-24 12:35:45.656349
27,1900,Reality Pump,Zuxxez Entertainment,Earth-4,"['Real Time Strategy (RTS)', 'Strategy']","['Action', 'Science fiction']","['Single player', 'Multiplayer', 'Co-operative']",8935,2026-05-24 12:35:47.437729
28,1930,Reality Pump Studios,TopWare Interactive,,"['Role-playing (RPG)', 'Adventure']","['Action', 'Fantasy', 'Open world']","['Single player', 'Multiplayer', 'Co-operative']",27841,2026-05-24 12:35:48.400860
29,2100,Arkane Studios,Ubisoft Entertainment,Source,"['Fighting', 'Role-playing (RPG)']","['Action', 'Fantasy', 'Stealth']","['Single player', 'Multiplayer']",2369,2026-05-24 12:35:49.216724
30,2200,id Software,Activision,id Tech 3,['Shooter'],"['Action', 'Science fiction']","['Single player', 'Multiplayer']",355,2026-05-24 12:35:50.025693
31,2210,Aspyr Media,Aspyr Media,id Tech 4,['Shooter'],"['Action', 'Science fiction', 'Horror']","['Single player', 'Multiplayer']",356,2026-05-24 12:35:50.823036
32,2270,id Software,Imagineer,,['Shooter'],['Action'],['Single player'],306944,2026-05-24 12:35:51.628212
33,2280,id Software,Bethesda Softworks,KEX,['Shooter'],"['Action', 'Science fiction', 'Horror']","['Single player', 'Multiplayer']",313164,2026-05-24 12:35:52.416659
34,2290,,,,['Shooter'],"['Action', 'Science fiction', 'Horror']","['Single player', 'Multiplayer']",218185,2026-05-24 12:35:53.268249
35,2300,id Software,Bethesda Softworks,KEX,['Shooter'],"['Action', 'Science fiction', 'Horror']","['Single player', 'Multiplayer']",313164,2026-05-24 12:35:54.065285
36,2310,,,,['Shooter'],"['Action', 'Horror']","['Single player', 'Co-operative']",196490,2026-05-24 12:35:54.961901
37,2320,id,Bethesda Softworks,id Tech 2,['Shooter'],"['Action', 'Science fiction', 'Horror']","['Single player', 'Multiplayer']",332259,2026-05-24 12:35:55.755748
38,2360,Raven Software,id Software,id Tech 1,"['Shooter', 'Puzzle', 'Role-playing (RPG)']","['Action', 'Fantasy', 'Horror']","['Single player', 'Multiplayer', 'Split screen']",3512,2026-05-24 12:35:56.559036
39,2400,Outerlight,Merscom,Source,"['Shooter', 'Role-playing (RPG)', 'Indie']",['Action'],"['Single player', 'Multiplayer']",5922,2026-05-24 12:35:57.356799
40,2420,Outerlight Ltd.,Blazing Griffin,,"['Shooter', 'Role-playing (RPG)', 'Indie', 'Arcade']","['Action', 'Mystery']",['Single player'],119176,2026-05-24 12:35:58.148561
41,2500,Frozenbyte,Meridian4,,['Shooter'],"['Action', 'Science fiction']","['Single player', 'Multiplayer', 'Co-operative']",9019,2026-05-24 12:35:58.946993
42,2590,Black Element Software,Bohemia Interactive Studio,Enforce,['Shooter'],"['Action', 'Science fiction']",['Single player'],9173,2026-05-24 12:35:59.739937
43,2600,Troika Games,Electronic Arts,Source,['Role-playing (RPG)'],"['Action', 'Fantasy', 'Horror', 'Thriller', 'Open world']",['Single player'],11,2026-05-24 12:36:00.531602
44,2800,Egosoft,Enlight Software Limited,,"['Simulator', 'Strategy']","['Science fiction', '4X (explore, expand, exploit, and exterminate)']",['Single player'],9318,2026-05-24 12:36:03.812205
45,2810,Egosoft,Deep Silver,X3 Reality,"['Role-playing (RPG)', 'Simulator', 'Strategy']","['Action', 'Sandbox']",['Single player'],9319,2026-05-24 12:36:04.671395
46,2820,Egosoft,Deep Silver,,"['Role-playing (RPG)', 'Simulator', 'Strategy']","['Action', 'Science fiction', 'Sandbox', 'Open world', '4X (explore, expand, exploit, and exterminate)']",['Single player'],9320,2026-05-24 12:36:05.567688
47,2840,Egosoft,THQ,,"['Simulator', 'Strategy']","['Action', 'Science fiction', 'Sandbox', 'Open world', '4X (explore, expand, exploit, and exterminate)']",['Single player'],9316,2026-05-24 12:36:06.501451
48,2870,Egosoft,Egosoft,,"['Shooter', 'Real Time Strategy (RTS)', 'Simulator', 'Strategy']","['Action', 'Fantasy', 'Science fiction', 'Horror', 'Sandbox', '4X (explore, expand, exploit, and exterminate)']",['Single player'],3347,2026-05-24 12:36:07.287765
49,2990,Bugbear Entertainment,Virtual Programming,,"['Racing', 'Sport', 'Arcade']",['Action'],"['Single player', 'Multiplayer', 'Split screen']",2668,2026-05-24 12:36:08.096022
50,3020,Techland,Techland,Chrome Engine,['Shooter'],"['Action', 'Stealth']","['Single player', 'Multiplayer']",429,2026-05-24 12:36:08.891133
51,3170,Katauri Interactive,ValuSoft,TheEngine,"['Role-playing (RPG)', 'Strategy', 'Turn-based strategy (TBS)', 'Adventure']","['Fantasy', 'Historical']",['Single player'],5042,2026-05-24 12:36:09.688193
52,3320,Flying Bear Entertainment,PopCap Games,,"['Shooter', 'Puzzle', 'Simulator', 'Strategy']",['Fantasy'],['Single player'],8323,2026-05-24 12:36:10.588769
53,3330,PopCap Games,G-MODE,Popcap Games Framework,"['Puzzle', 'Arcade']",[],['Single player'],20509,2026-05-24 12:36:11.380062
54,3480,,Electronic Arts,,['Puzzle'],[],['Single player'],28975,2026-05-24 12:36:12.170506
55,3483,PopCap Games,PopCap Games,,['Puzzle'],"['Action', 'Fantasy']",['Single player'],15646,2026-05-24 12:36:13.071090
56,3540,PopCap Games,PopCap Games,,['Puzzle'],[],['Single player'],14813,2026-05-24 12:36:13.965270
57,3590,PopCap Games,PopCap Games,Popcap Games Framework,"['Puzzle', 'Real Time Strategy (RTS)', 'Simulator', 'Strategy', 'Tactical']","['Action', 'Survival', 'Comedy', 'Kids']",['Single player'],20546,2026-05-24 12:36:14.752231
58,3620,PopCap Games,PopCap Games,,"['Puzzle', 'Arcade']","['Action', 'Kids']",['Single player'],8322,2026-05-24 12:36:15.586025
59,3700,Rebellion Developments,Rebellion Developments,Asura,"['Shooter', 'Simulator', 'Strategy', 'Tactical']","['Action', 'Fantasy', 'Historical', 'Stealth', 'Warfare']","['Single player', 'Multiplayer']",3077,2026-05-24 12:36:16.496479
60,3720,Platinum Games,Alawar,,"['Adventure', 'Indie']",['Kids'],['Single player'],122409,2026-05-24 12:36:17.396336
61,3730,Rebellion Developments,Rebellion Developments,,['Shooter'],"['Action', 'Science fiction', 'Horror']","['Single player', 'Multiplayer']",14818,2026-05-24 12:36:18.214694
62,3830,Double Fine Productions,Xbox Game Studios,,"['Platform', 'Puzzle', 'Adventure']","['Action', 'Comedy']",['Single player'],1339,2026-05-24 12:36:19.014112
63,3920,Firaxis Games,"Atari, Inc.",Gamebryo,"['Real Time Strategy (RTS)', 'Role-playing (RPG)', 'Simulator', 'Strategy', 'Adventure']","['Action', 'Historical', 'Open world']",['Single player'],868,2026-05-24 12:36:21.400856
64,4000,Facepunch Studios,Valve,Source,"['Simulator', 'Indie']",['Sandbox'],"['Single player', 'Multiplayer', 'Co-operative']",3278,2026-05-24 12:36:23.089318
65,4230,SimBin,Eidos Interactive,,"['Racing', 'Simulator', 'Sport']",['Non-fiction'],"['Single player', 'Multiplayer']",839,2026-05-24 12:36:23.886463
66,4500,GSC Game World,GSC Game World,X-Ray Engine,"['Shooter', 'Role-playing (RPG)']","['Action', 'Science fiction', 'Horror', 'Survival', 'Stealth', 'Sandbox', 'Open world']","['Single player', 'Multiplayer']",320,2026-05-24 12:36:24.709320
67,4560,Relic Entertainment,THQ,Essence Engine,"['Real Time Strategy (RTS)', 'Strategy']","['Action', 'Historical', 'Warfare']","['Single player', 'Multiplayer']",84532,2026-05-24 12:36:25.510420
68,4720,Monolith Productions,Sega,LithTech Jupiter EX,"['Shooter', 'Puzzle', 'Adventure']","['Action', 'Horror', 'Survival', 'Mystery']",['Single player'],6942,2026-05-24 12:36:28.815165
349,57900,3D Realms,,,['Platform'],[],['Single player'],280987,2026-05-24 12:41:11.690722
69,4760,The Creative Assembly,Sega,,"['Role-playing (RPG)', 'Strategy', 'Turn-based strategy (TBS)']","['Action', 'Historical']","['Single player', 'Multiplayer']",82069,2026-05-24 12:36:29.638969
70,4770,The Creative Assembly,Feral Interactive,,"['Simulator', 'Strategy', 'Turn-based strategy (TBS)', 'Tactical']","['Fantasy', 'Historical']","['Single player', 'Multiplayer']",446,2026-05-24 12:36:30.540880
71,4780,The Creative Assembly,Feral Interactive,,"['Strategy', 'Turn-based strategy (TBS)', 'Tactical']",['Historical'],"['Single player', 'Multiplayer']",447,2026-05-24 12:36:31.336494
72,4850,GSC Game World,Russobit-M,,"['Real Time Strategy (RTS)', 'Strategy']",['Historical'],"['Single player', 'Multiplayer']",13213,2026-05-24 12:36:32.231628
73,4920,Unknown Worlds Entertainment,Unknown Worlds Entertainment,Spark,"['Shooter', 'Puzzle', 'Real Time Strategy (RTS)', 'Strategy', 'Indie']","['Action', 'Science fiction', 'Horror', 'Survival', 'Stealth']",['Multiplayer'],1335,2026-05-24 12:36:33.167081
74,6000,LucasArts,Aspyr Media,Unreal Engine 2,"['Shooter', 'Tactical', 'Adventure']","['Action', 'Science fiction']","['Single player', 'Multiplayer']",148,2026-05-24 12:36:33.967727
75,6020,Vicarious Visions,Aspyr Media,id Tech 3,"['Shooter', 'Adventure']","['Action', 'Science fiction']","['Single player', 'Multiplayer']",153,2026-05-24 12:36:35.573886
76,6030,Westlake Interactive,Aspyr Media,id Tech 3,"['Shooter', 'Adventure']","['Action', 'Science fiction']","['Single player', 'Multiplayer']",152,2026-05-24 12:36:36.413363
77,6060,Savage Entertainment,Electronic Arts,Zero,['Shooter'],"['Action', 'Science fiction']","['Single player', 'Multiplayer', 'Co-operative', 'Split screen']",142,2026-05-24 12:36:37.333392
78,6120,Klei Entertainment,Electronic Arts,,"[""Hack and slash/Beat 'em up"", 'Indie']",['Action'],"['Single player', 'Multiplayer', 'Co-operative']",7518,2026-05-24 12:36:38.254821
79,6310,Funcom,Empire Interactive,,"['Point-and-click', 'Puzzle', 'Adventure']","['Action', 'Fantasy', 'Science fiction', 'Mystery']",['Single player'],895,2026-05-24 12:36:39.150209
80,6370,Stunlock Studios,Stunlock Studios,,['Real Time Strategy (RTS)'],"['Action', 'Fantasy']","['Single player', 'Multiplayer', 'Co-operative', 'Massively Multiplayer Online (MMO)']",2352,2026-05-24 12:36:39.957138
81,6800,Pyro Studios,Eidos Interactive,,"['Puzzle', 'Strategy', 'Tactical']","['Action', 'Historical', 'Stealth', 'Warfare']","['Single player', 'Multiplayer', 'Co-operative']",879,2026-05-24 12:36:41.559244
82,6810,Pyro Studios,Eidos Interactive,,"['Strategy', 'Tactical']","['Action', 'Historical', 'Stealth', 'Warfare']","['Single player', 'Multiplayer', 'Co-operative']",961,2026-05-24 12:36:42.371766
83,6830,Zonic Limited,Eidos Interactive,,"['Shooter', 'Real Time Strategy (RTS)', 'Strategy', 'Tactical', 'Adventure']","['Action', 'Historical', 'Stealth', 'Warfare']","['Single player', 'Multiplayer', 'Co-operative']",653,2026-05-24 12:36:43.273604
84,6840,Pyro Studios,Proein,,"['Strategy', 'Tactical']","['Action', 'Historical', 'Stealth', 'Warfare']","['Single player', 'Multiplayer', 'Co-operative']",477,2026-05-24 12:36:44.109391
85,6850,IO Interactive,Eidos Interactive,Glacier,"['Shooter', 'Tactical']","['Action', 'Science fiction', 'Stealth']",['Single player'],748,2026-05-24 12:36:44.908213
86,6860,IO Interactive,Eidos Interactive,Glacier,['Shooter'],"['Action', 'Stealth']",['Single player'],1048,2026-05-24 12:36:45.732695
87,6870,Eidos Interactive,Feral Interactive,,"['Real Time Strategy (RTS)', 'Simulator', 'Strategy']",['Action'],"['Single player', 'Multiplayer']",4223,2026-05-24 12:36:46.534935
88,6880,Avalanche Studios,Eidos Interactive,Havok Physics,"['Shooter', 'Racing', 'Adventure']","['Action', 'Sandbox', 'Open world']",['Single player'],1042,2026-05-24 12:36:47.327600
89,6900,IO Interactive,Eidos Interactive,Glacier,"['Shooter', 'Tactical', 'Adventure']","['Action', 'Stealth']",['Single player'],1050,2026-05-24 12:36:48.127952
90,6910,Ion Storm,Eidos Interactive,Unreal Engine 1,"['Shooter', 'Role-playing (RPG)', 'Adventure']","['Action', 'Science fiction', 'Stealth']","['Single player', 'Multiplayer']",25358,2026-05-24 12:36:49.027126
91,6920,Ion Storm,Eidos Montréal,Unreal Engine 2,"['Shooter', 'Role-playing (RPG)']","['Action', 'Science fiction', 'Stealth']",['Single player'],42,2026-05-24 12:36:49.927540
92,6980,Ion Storm,Eidos Montréal,Unreal Engine 2,"['Shooter', 'Simulator', 'Adventure']","['Action', 'Fantasy', 'Stealth']",['Single player'],3,2026-05-24 12:36:50.726899
93,7000,Crystal Dynamics,Square Enix,Crystal Engine,"['Shooter', 'Platform', 'Adventure']",['Action'],['Single player'],1161,2026-05-24 12:36:51.523090
94,7110,BioWare,Mastertronic,Odyssey,"['Role-playing (RPG)', 'Adventure']","['Action', 'Fantasy']",['Single player'],10,2026-05-24 12:36:52.323855
95,7200,Nadeo,Focus Entertainment,,"['Racing', 'Arcade']",[],"['Single player', 'Multiplayer']",2451,2026-05-24 12:36:53.116209
96,7510,Gaijin Entertainment,TopWare Interactive,Dagor Engine,"['Shooter', 'Role-playing (RPG)', ""Hack and slash/Beat 'em up"", 'Adventure']","['Action', 'Fantasy']",['Single player'],7256,2026-05-24 12:36:53.910728
97,7520,Reality Pump Studios,TopWare Interactive,,['Role-playing (RPG)'],['Fantasy'],"['Single player', 'Co-operative']",53865,2026-05-24 12:36:54.802635
98,7530,Reality Pump Studios,,,['Strategy'],[],['Single player'],28986,2026-05-24 12:36:55.664113
99,7600,Firaxis Games,Feral Interactive,Gamebryo,"['Simulator', 'Strategy']",['Business'],"['Single player', 'Multiplayer']",10743,2026-05-24 12:36:56.648373
100,7610,PopTop Software,Gathering of Developers,,"['Simulator', 'Strategy']",['Business'],"['Single player', 'Multiplayer']",840,2026-05-24 12:36:57.527176
101,7620,PopTop,2K Games,,"['Simulator', 'Strategy']",[],['Single player'],27823,2026-05-24 12:36:58.345944
102,7650,"MicroProse Software, Inc.",2K Games,,"['Strategy', 'Turn-based strategy (TBS)', 'Tactical']","['Action', 'Science fiction', 'Horror', 'Warfare']",['Single player'],25,2026-05-24 12:36:59.169981
103,7660,Mythos Games,2K Games,,"['Real Time Strategy (RTS)', 'Strategy', 'Turn-based strategy (TBS)', 'Tactical']","['Action', 'Science fiction', 'Horror', 'Warfare']",['Single player'],26,2026-05-24 12:37:00.046369
104,7670,IG Fun,Starwave,,"['Shooter', ""Hack and slash/Beat 'em up"", 'Adventure']","['Action', 'Thriller']",['Single player'],152660,2026-05-24 12:37:00.946622
105,7760,Mythos Games,"MicroProse Software, Inc.",,"['Strategy', 'Turn-based strategy (TBS)', 'Tactical']","['Science fiction', 'Horror', 'Warfare']",['Single player'],24,2026-05-24 12:37:01.885039
106,7800,Wideload Games,Aspyr Media,Halo 2,"[""Hack and slash/Beat 'em up"", 'Adventure']","['Action', 'Science fiction', 'Horror', 'Comedy']","['Single player', 'Multiplayer', 'Co-operative']",79,2026-05-24 12:37:02.794390
107,7830,Best Way,Fulqrum Publishing,GEM2,"['Real Time Strategy (RTS)', 'Simulator', 'Strategy', 'Tactical']","['Action', 'Historical', 'Warfare']","['Single player', 'Multiplayer', 'Co-operative']",182378,2026-05-24 12:37:03.698544
108,7860,The Farm 51,Fulqrum Publishing,PainEngine,['Shooter'],"['Action', 'Fantasy', 'Science fiction', 'Horror', 'Historical', 'Warfare']","['Single player', 'Multiplayer']",10591,2026-05-24 12:37:04.490556
109,8000,Buzz Monkey Software,Eidos Interactive,,"['Shooter', 'Platform', 'Simulator', 'Strategy', 'Adventure']",['Action'],['Single player'],312286,2026-05-24 12:37:06.105595
110,8080,IO Interactive,Spike,Glacier,['Shooter'],['Action'],"['Single player', 'Multiplayer', 'Co-operative', 'Split screen']",7032,2026-05-24 12:37:06.947753
111,8140,Crystal Dynamics,Warner Bros. Interactive Entertainment,Crystal Engine,"['Shooter', 'Platform', 'Adventure']",['Action'],['Single player'],1163,2026-05-24 12:37:07.787486
112,8170,Eidos Hungary,Feral Interactive,,"['Real Time Strategy (RTS)', 'Simulator', 'Strategy', 'Tactical']",['Action'],"['Single player', 'Multiplayer']",4222,2026-05-24 12:37:08.594802
113,8190,Avalanche Studios,Eidos Interactive,Havok Physics,"['Shooter', 'Racing', 'Adventure']","['Action', 'Sandbox', 'Open world']",['Single player'],558,2026-05-24 12:37:09.396919
114,8500,CCP,Crucial Entertainment,CARBON Engine,"['Role-playing (RPG)', 'Simulator', 'Strategy']","['Action', 'Science fiction', 'Sandbox', 'Open world']","['Multiplayer', 'Co-operative', 'Massively Multiplayer Online (MMO)']",2584,2026-05-24 12:37:10.310256
115,8600,SimBin,SimBin,isiMotor,"['Racing', 'Simulator']",['Non-fiction'],"['Single player', 'Multiplayer']",10380,2026-05-24 12:37:11.155217
116,8800,Firaxis Games,2K Games,Gamebryo,"['Simulator', 'Strategy', 'Turn-based strategy (TBS)']","['Fantasy', 'Historical', 'Educational', '4X (explore, expand, exploit, and exterminate)']","['Single player', 'Multiplayer']",633,2026-05-24 12:37:11.954471
117,8870,Irrational Games,2K Games,Unreal Engine 3,"['Shooter', 'Adventure']","['Action', 'Fantasy', 'Science fiction', 'Horror', 'Historical', 'Drama']",['Single player'],538,2026-05-24 12:37:13.671784
118,8880,,,,['Shooter'],[],[],358699,2026-05-24 12:37:14.496646
119,8980,Gearbox Software,Take-Two Interactive,Unreal Engine 3,"['Shooter', 'Role-playing (RPG)']","['Action', 'Sandbox', 'Open world']","['Single player', 'Multiplayer', 'Co-operative', 'Split screen']",21758,2026-05-24 12:37:16.100081
120,9000,id Software,id Software,,['Shooter'],['Action'],['Single player'],306981,2026-05-24 12:37:16.897916
121,9010,"Nerve Software, LLC",Microsoft Game Studios,id Tech 3,['Shooter'],"['Action', 'Fantasy', 'Science fiction', 'Horror', 'Historical', 'Stealth']","['Single player', 'Multiplayer']",281,2026-05-24 12:37:17.798658
122,9050,,,,['Shooter'],"['Action', 'Horror']",['Single player'],330775,2026-05-24 12:37:18.686704
123,9160,id Software,id Software,Doom engine,['Shooter'],"['Action', 'Science fiction', 'Horror']","['Single player', 'Multiplayer', 'Co-operative']",129898,2026-05-24 12:37:19.482842
124,9200,,,Unity 6,"['Platform', 'Adventure', 'Indie']","['Action', 'Comedy', 'Sandbox']",['Single player'],364048,2026-05-24 12:37:20.288059
125,9340,Relic Entertainment,THQ,Essence Engine,"['Real Time Strategy (RTS)', 'Strategy']","['Action', 'Historical', 'Warfare']","['Single player', 'Multiplayer']",1370,2026-05-24 12:37:21.959411
126,9350,Gas Powered Games,THQ,,"['Real Time Strategy (RTS)', 'Simulator', 'Strategy']","['Action', 'Science fiction']","['Single player', 'Multiplayer', 'Co-operative']",276,2026-05-24 12:37:22.926932
127,9420,Gas Powered Games,THQ,,"['Real Time Strategy (RTS)', 'Strategy']","['Action', 'Science fiction']","['Single player', 'Multiplayer']",888,2026-05-24 12:37:23.717687
128,9460,Kaos Studios,THQ,Unreal Engine 3,['Shooter'],"['Action', 'Science fiction']","['Single player', 'Multiplayer', 'Co-operative']",6997,2026-05-24 12:37:25.419766
129,9480,Volition,THQ,Havok,"['Shooter', 'Racing', 'Adventure']","['Action', 'Comedy', 'Sandbox', 'Open world']","['Single player', 'Multiplayer', 'Co-operative']",826,2026-05-24 12:37:26.227599
130,9880,Cryptic Studios,"Atari, Inc.",,"['Role-playing (RPG)', 'Adventure']","['Action', 'Open world']","['Multiplayer', 'Co-operative', 'Massively Multiplayer Online (MMO)']",8583,2026-05-24 12:37:27.023956
131,9900,Cryptic Studios,"Atari, Inc.",Cryptic Engine,"['Role-playing (RPG)', 'Simulator', 'Strategy', 'Tactical', 'Adventure']","['Action', 'Science fiction', 'Warfare']","['Multiplayer', 'Co-operative', 'Massively Multiplayer Online (MMO)']",7584,2026-05-24 12:37:27.827127
132,10090,Treyarch,Activision,IW Engine,"['Shooter', 'Adventure']","['Action', 'Horror', 'Survival', 'Historical', 'Stealth', 'Warfare']","['Single player', 'Multiplayer', 'Co-operative', 'Split screen']",625,2026-05-24 12:37:28.626142
133,10150,Veronika Orfeeva,Nikita Kryukov,,"['Indie', 'Visual Novel']","['Science fiction', 'Drama']",['Single player'],235105,2026-05-24 12:37:29.420766
134,10680,Rebellion Developments,Sega,Asura,['Shooter'],"['Action', 'Science fiction', 'Horror', 'Survival']","['Single player', 'Multiplayer', 'Co-operative']",560,2026-05-24 12:37:32.121725
135,11020,Nadeo,Ubisoft Entertainment,,"['Racing', 'Arcade']",['Sandbox'],"['Single player', 'Multiplayer']",15773,2026-05-24 12:37:33.010780
136,11200,Frozenbyte,Frozenbyte,PhysX,"['Shooter', 'Arcade']","['Action', 'Science fiction', 'Horror']","['Single player', 'Multiplayer', 'Co-operative']",9931,2026-05-24 12:37:34.645057
137,11450,Triumph Studios,Codemasters,,"['Role-playing (RPG)', 'Strategy', ""Hack and slash/Beat 'em up"", 'Adventure']","['Action', 'Fantasy', 'Comedy']","['Single player', 'Multiplayer', 'Co-operative']",46,2026-05-24 12:37:35.556825
138,11610,Eyedentity Games,Shanda,,['Role-playing (RPG)'],['Action'],"['Single player', 'Multiplayer', 'Co-operative', 'Massively Multiplayer Online (MMO)']",23921,2026-05-24 12:37:36.391689
139,12100,TransGaming Inc.,1C-SoftClub,RenderWare,"['Shooter', 'Racing', 'Simulator', 'Adventure']","['Action', 'Sandbox', 'Open world']",['Single player'],730,2026-05-24 12:37:37.193843
140,12110,Rockstar Games,Rockstar Games,,"['Racing', ""Hack and slash/Beat 'em up"", 'Adventure', 'Arcade']",['Action'],['Single player'],215550,2026-05-24 12:37:37.991712
141,12120,Rockstar North,Rockstar Games,RenderWare,"['Shooter', 'Racing', 'Adventure']","['Action', 'Stealth', 'Open world']","['Single player', 'Co-operative']",732,2026-05-24 12:37:38.798521
142,12130,Rockstar North,Rockstar Games,RenderWare,"['Shooter', 'Tactical']","['Action', 'Horror', 'Thriller', 'Stealth']",['Single player'],1971,2026-05-24 12:37:39.588148
143,12140,Remedy Entertainment,Rockstar Games,MAX-FX,['Shooter'],"['Action', 'Thriller']",['Single player'],19,2026-05-24 12:37:40.401530
144,12150,Remedy Entertainment,Rockstar Games,MAX-FX,['Shooter'],"['Action', 'Thriller']",['Single player'],19,2026-05-24 12:37:41.306622
145,12200,Rockstar New England,Take-Two Interactive,Gamebryo,['Adventure'],"['Action', 'Comedy', 'Sandbox', 'Open world']",['Single player'],6574,2026-05-24 12:37:42.183038
146,12210,Rockstar North,Rockstar Games,,"['Shooter', 'Adventure']","['Action', 'Sandbox', 'Open world']","['Single player', 'Multiplayer', 'Co-operative']",27912,2026-05-24 12:37:43.087222
147,12320,,Strategy First,,['Role-playing (RPG)'],"['Action', 'Fantasy']","['Single player', 'Multiplayer', 'Co-operative']",29190,2026-05-24 12:37:43.884643
148,12360,Bugbear Entertainment,Strategy First,,"['Racing', 'Arcade']",['Action'],['Single player'],312397,2026-05-24 12:37:44.792094
149,12710,4J Studios,Codemasters,,"['Role-playing (RPG)', 'Strategy', ""Hack and slash/Beat 'em up""]","['Action', 'Fantasy', 'Comedy']","['Single player', 'Multiplayer']",45,2026-05-24 12:37:45.604902
150,12770,Liquid Entertainment,Codemasters,Unreal Engine 3,"['Role-playing (RPG)', 'Adventure']","['Action', 'Fantasy', 'Historical']",['Single player'],7161,2026-05-24 12:37:46.406531
151,12810,Triumph Studios,Codemasters,,"['Role-playing (RPG)', 'Strategy', ""Hack and slash/Beat 'em up"", 'Adventure']","['Action', 'Fantasy', 'Comedy']","['Single player', 'Multiplayer', 'Co-operative']",46,2026-05-24 12:37:47.309529
152,12830,Codemasters Southam,Codemasters,Ego Engine,"['Shooter', 'Puzzle', 'Simulator', 'Strategy', 'Tactical']","['Action', 'Open world']","['Single player', 'Multiplayer']",451,2026-05-24 12:37:48.113244
153,12900,Dylan Fitterer,Dylan Fitterer,Unity 5,"['Music', 'Puzzle', 'Indie']","['Action', 'Party']","['Single player', 'Multiplayer', 'Co-operative']",9707,2026-05-24 12:37:49.030679
